"Baum ID";"Nr.";"Deutsche Bezeichnung";"Ort";"Stadtteil";"Stadtviertel";"Straße";"Geburtsjahr";"Alter";"X-Koordinate";"Y-Koordinate"
"BKA-12314";"12314";"Gemeine Hainbuche";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.60";"64";"513081.124";"5443875.390"
"BKA-12360";"12360";"Pimpernuß";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.87";"37";"513074.227";"5443891.082"
"BKA-61807";"61807";"Chinesische Wild-Birne `Chanticleer`";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.88";"36";"513080.130";"5443973.747"
"BKA-6268";"6268";"Spitz-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.56";"68";"512855.829";"5444061.323"
"BKA-12098";"12098";"Schwedische Mehlbeere";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.92";"32";"512949.192";"5444060.819"
"BKA-12099";"12099";"Hänge-Birke";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.60";"64";"512968.784";"5444060.618"
"BKA~BAUM-3918";"72430";"Feld - Ahorn Elsrijk";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.03";"21";"512978.077";"5444019.330"
"BKA-12361";"12361";"Spitz-Ahorn `Emerald Queen`";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.86";"38";"512982.167";"5443976.241"
"BKA~BAUM-2836";"71413";"Feld - Ahorn Elsrijk";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.02";"22";"512985.655";"5443937.844"
"BKA~BAUM-6813";"74969";"Rottriebiger Kolchischer-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.05";"19";"512995.252";"5443925.953"
"BKA-66871";"66871";"Feld - Ahorn `Queen Elizabeth `";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.99";"25";"512985.061";"5443889.582"
"BKA-12364";"12364";"Schwedische Mehlbeere";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.93";"31";"512984.662";"5443861.800"
"BKA-12859";"12859";"Spitz-Ahorn `Emerald Queen`";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.91";"33";"512983.453";"5443733.450"
"BKA-12330";"12330";"Spitz-Ahorn `Schwedleri`";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.60";"64";"512993.757";"5443798.738"
"BKA-12363";"12363";"Schwedische Mehlbeere";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.90";"34";"513071.129";"5443920.868"
"BKA-12298";"12298";"Hänge-Birke";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.64";"60";"512979.373";"5444001.735"
"BKA-12312";"12312";"Spitz-Ahorn `Schwedleri`";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.49";"75";"513076.727";"5443922.767"
"BKA-61003";"61003";"Säulen-Eiche Koster";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Großgartacher Straße";"01.01.91";"33";"513219.856";"5443089.111"
"BKA-62638";"62638";"Reinbestand (Laubbaum)";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.91";"33";"514471.300";"5442459.697"
"BKA-20133";"20133";"Spitz-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514507.945";"5442842.000"
