Baum ID,Nr.,Deutsche Bezeichnung,Ort,Stadtteil,Stadtviertel,Straße,Geburtsjahr,Alter,X-Koordinate,,Y-Koordinate,
BKA-45019,45019,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.84,40,517173.678,517173678,5442378.338,5442378338
BKA-45020,45020,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517175.647,517175647,5442379.297,5442379297
BKA-45022,45022,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.40,84,517177.207,517177207,5442381.446,5442381446
BKA-45023,45023,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.80,44,517179.606,517179606,5442379.087,5442379087
BKA-45025,45025,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.41,83,517189.562,517189562,5442379.667,5442379667
BKA-45026,45026,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.51,73,517190.811,517190811,5442377.038,5442377038
BKA-45029,45029,Österreichische Schwarz-Kiefer,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.50,74,517194.65,517194650,5442376.898,5442376898
BKA-45030,45030,Österreichische Schwarz-Kiefer,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.36,88,517198.458,517198458,5442377.517,5442377517
BKA-45032,45032,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.77,47,517203.256,517203256,5442374.169,5442374169
BKA-45034,45034,Virginischer Blau- Wachholder,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.55,69,517204.566,517204566,5442376.138,5442376138
BKA-50801,50801,Pyramiden-Hainbuche,Heilbronn,HN Innenstadt,Innenstadt,Kilianstraße,01.01.90,34,516076.295,516076295,5443125.086,5443125086
BKA-50800,50800,Pyramiden-Hainbuche,Heilbronn,HN Innenstadt,Innenstadt,Klarastraße,01.01.90,34,516080.893,516080893,5443113.991,5443113991
BKA-50799,50799,Pyramiden-Hainbuche,Heilbronn,HN Innenstadt,Innenstadt,Klarastraße,01.01.90,34,516087.09,516087090,5443116.389,5443116389
BKA~BAUM-2015,70663,Silber-Linde,Heilbronn,HN Innenstadt,Nordstadt,Mannheimer Straße,01.01.02,22,516059.03,516059030,5443753.057,5443753057
BKA~BAUM-5395,73681,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.94,30,516290.01,516290010,5443599.878,5443599878
BKA~BAUM-5378,73664,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.94,30,516251.228,516251228,5443364.282,5443364282
BKA~BAUM-5379,73665,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.94,30,516252.528,516252528,5443375.977,5443375977
BKA~BAUM-5363,73650,Silber-Linde,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.96,28,516235.735,516235735,5443373.679,5443373679
BKA~BAUM-5364,73651,Silber-Linde,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.94,30,516233.535,516233535,5443360.584,5443360584
BKA~BAUM-5365,73652,Silber-Linde,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.94,30,516231.235,516231235,5443347.29,5443347290
BKA~BAUM-5366,73653,Silber-Linde,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.94,30,516228.735,516228735,5443331.397,5443331397
BKA~BAUM-5367,73654,Silber-Linde,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.96,28,516224.634,516224634,5443307.608,5443307608
BKA~BAUM-5368,73655,Silber-Linde,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.96,28,516222.533,516222533,5443294.314,5443294314
BKA~BAUM-5369,73656,Silber-Linde,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.96,28,516220.032,516220032,5443281.22,5443281220
BKA~BAUM-5370,73657,Silber-Linde,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.94,30,516218.031,516218031,5443267.927,5443267927
BKA~BAUM-5371,73658,Silber-Linde,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.96,28,516215.73,516215730,5443254.733,5443254733
BKA~BAUM-5316,73606,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Innenstadt,Allee,01.01.96,28,516201.237,516201237,5443263.129,5443263129
BKA~BAUM-5317,73607,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Innenstadt,Allee,01.01.96,28,516210.84,516210840,5443316.804,5443316804
BKA~BAUM-5318,73608,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Innenstadt,Allee,01.01.96,28,516213.441,516213441,5443333.397,5443333397
BKA~BAUM-5319,73609,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Innenstadt,Allee,01.01.96,28,516217.041,516217041,5443356.686,5443356686
BKA~BAUM-5376,73663,Japanischer Schnurbaum,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.94,30,516244.926,516244926,5443304.509,5443304509
BKA-50823,50823,Japanischer Schnurbaum,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.99,25,516242.824,516242824,5443282.719,5443282719
BKA-50822,50822,Japanischer Schnurbaum,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.99,25,516241.723,516241723,5443271.225,5443271225
BKA-50824,50824,Japanischer Schnurbaum,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.86,38,516244.025,516244025,5443293.814,5443293814
BKA-50821,50821,Japanischer Schnurbaum,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.99,25,516240.522,516240522,5443259.93,5443259930
BKA~BAUM-5375,73662,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.94,30,516215.329,516215329,5443186.962,5443186962
BKA~BAUM-5374,73661,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.94,30,516210.135,516210135,5443168.069,5443168069
BKA~BAUM-5373,73660,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.94,30,516205.439,516205439,5443149.975,5443149975
BKA-36503,36503,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.61,63,516195.646,516195646,5443113.889,5443113889
BKA-65897,65897,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Innenstadt,Allee,01.01.99,25,516170.753,516170753,5443144.377,5443144377
BKA-65896,65896,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Innenstadt,Allee,01.01.99,25,516173.951,516173951,5443156.772,5443156772
BKA-65895,65895,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Innenstadt,Allee,01.01.99,25,516176.848,516176848,5443169.468,5443169468
BKA-38822,38822,Dreidorniger Lederhülsenbaum,Heilbronn,HN Innenstadt,Innenstadt,Berliner Platz,01.01.72,52,516253.22,516253220,5443616.873,5443616873
BKA~BAUM-5353,73640,Silber-Linde,Heilbronn,HN Innenstadt,Stadtgarten,Allee,01.01.94,30,516264.324,516264324,5443543.502,5443543502
BKA~BAUM-3837,72365,Ginkgobaum,Heilbronn,HN Innenstadt,Stadtgarten,Gymnasiumstraße,01.01.02,22,516336.764,516336764,5443263.291,5443263291
BKA-36587,36587,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Stadtgarten,Gymnasiumstraße,01.01.80,44,516430.639,516430639,5443258.022,5443258022
BKA-32120,32120,Reinbestand (Laubbaum),Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,,,515632.556,515632556,5443706.452,5443706452
BKA-32971,32971,Stiel-Eiche,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.97,127,515668.084,515668084,5443753.008,5443753008
BKA-32766,32766,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.76,148,515685.279,515685279,5443772.6,5443772600
BKA-50623,50623,Flügelnuß,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.90,34,515689.168,515689168,5443649.641,5443649641
BKA-50622,50622,Tulpenbaum,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.84,40,515712.958,515712958,5443646.543,5443646543
BKA-50631,50631,Pyramiden-Pappel,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.90,34,515705.96,515705960,5443632.949,5443632949
BKA-33276,33276,Pyramiden-Pappel,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.88,36,515712.458,515712458,5443629.451,5443629451
BKA-33275,33275,Pyramiden-Pappel,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.88,36,515710.358,515710358,5443626.752,5443626752
BKA-30141,30141,Gemeine Esche `Westhof´s Glorie`,Heilbronn,HN Innenstadt,Innenstadt,Deutschhofstraße,01.01.75,49,515883.374,515883374,5443120.082,5443120082
BKA-30143,30143,Gemeine Esche `Westhof´s Glorie`,Heilbronn,HN Innenstadt,Innenstadt,Deutschhofstraße,01.01.70,54,515877.576,515877576,5443117.882,5443117882
BKA-30142,30142,Gemeine Esche `Westhof´s Glorie`,Heilbronn,HN Innenstadt,Innenstadt,Deutschhofstraße,01.01.77,47,515871.978,515871978,5443121.68,5443121680
BKA-30140,30140,Gemeine Esche `Westhof´s Glorie`,Heilbronn,HN Innenstadt,Innenstadt,Deutschhofstraße,01.01.73,51,515878.575,515878575,5443125.08,5443125080
BKA-55880,55880,Nelkenkirsche `Shirofugen`,Heilbronn,HN Innenstadt,Innenstadt,Eichgasse,01.01.84,40,515920.969,515920969,5443179.658,5443179658
BKA-55881,55881,Nelkenkirsche `Shirofugen`,Heilbronn,HN Innenstadt,Innenstadt,Eichgasse,01.01.84,40,515917.47,515917470,5443179.758,5443179758
BKA-55882,55882,Nelkenkirsche `Shirofugen`,Heilbronn,HN Innenstadt,Innenstadt,Kirchbrunnenstraße,01.01.84,40,515913.47,515913470,5443180.557,5443180557
BKA-55883,55883,Nelkenkirsche `Shirofugen`,Heilbronn,HN Innenstadt,Innenstadt,Kirchbrunnenstraße,01.01.84,40,515912.77,515912770,5443176.959,5443176959
BKA-55884,55884,Nelkenkirsche `Shirofugen`,Heilbronn,HN Innenstadt,Innenstadt,Kirchbrunnenstraße,01.01.84,40,515916.369,515916369,5443176.559,5443176559
BKA-55885,55885,Nelkenkirsche `Shirofugen`,Heilbronn,HN Innenstadt,Innenstadt,Kirchbrunnenstraße,01.01.84,40,515920.068,515920068,5443175.96,5443175960
BKA-50625,50625,Pyramiden-Hainbuche,Heilbronn,HN Innenstadt,Innenstadt,Klarastraße,01.01.90,34,516082.392,516082392,5443127.485,5443127485
BKA-68895,68895,Gewöhnlicher Trompetenbaum,Heilbronn,HN Innenstadt,Innenstadt,Hasengasse,01.01.01,23,516030.918,516030918,5443461.234,5443461234
BKA-68894,68894,Gewöhnlicher Trompetenbaum,Heilbronn,HN Innenstadt,Innenstadt,Hasengasse,01.01.01,23,516035.186,516035186,5443469.011,5443469011
BKA~BAUM-4491,72809,Weißrindige Himalaja-Birke,Heilbronn,HN Innenstadt,Innenstadt,Hasengasse,01.01.03,21,516022.82,516022820,5443475.428,5443475428
BKA~BAUM-4493,72810,Weißrindige Himalaja-Birke,Heilbronn,HN Innenstadt,Innenstadt,Hasengasse,01.01.03,21,516025.419,516025419,5443473.929,5443473929
BKA-68893,68893,Gewöhnlicher Trompetenbaum,Heilbronn,HN Innenstadt,Innenstadt,Hasengasse,01.01.01,23,516013.524,516013524,5443467.43,5443467430
BKA-33371,33371,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.54,70,515858.895,515858895,5443606.462,5443606462
BKA~BAUM-1288,70021,Kleinkronige Winter-Linde `Rancho`,Heilbronn,HN Innenstadt,Stadtgarten,Schillerstraße,01.01.02,22,516748.735,516748735,5443474.266,5443474266
BKA-63004,63004,Kleinkronige Winter-Linde `Rancho`,Heilbronn,HN Innenstadt,Stadtgarten,Schillerstraße,01.01.92,32,516742.147,516742147,5443474.932,5443474932
BKA-63005,63005,Kleinkronige Winter-Linde `Rancho`,Heilbronn,HN Innenstadt,Stadtgarten,Schillerstraße,01.01.92,32,516734.25,516734250,5443475.832,5443475832
BKA-39627,39627,Krim-Linde,Heilbronn,HN Innenstadt,Stadtgarten,Schillerstraße,01.01.17,107,516727.553,516727553,5443476.431,5443476431
BKA-56528,56528,Kleinkronige Winter-Linde `Rancho`,Heilbronn,HN Innenstadt,Stadtgarten,Schillerstraße,01.01.90,34,516713.537,516713537,5443477.954,5443477954
BKA-33015,33015,Reinbestand (Laubbaum),Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.35,89,515652.983,515652983,5443672.034,5443672034
BKA-33022,33022,Flügelnuß,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,,,515670.5,515670500,5443651.3,5443651300
BKA-33021,33021,Flügelnuß,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.76,48,515668.8,515668800,5443659.39,5443659390
BKA-33018,33018,Flügelnuß,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.30,-6,515660.4,515660400,5443665.8,5443665800
BKA-32771,32771,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.31,93,515707.373,515707373,5443770.999,5443770999
BKA-50162,50162,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.20,104,515712.072,515712072,5443774.397,5443774397
BKA-32765,32765,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.20,104,515708.073,515708073,5443779.696,5443779696
BKA-32764,32764,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.03,121,515703.675,515703675,5443785.494,5443785494
BKA-50679,50679,Zirkirsche Accolade,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.92,32,515721.47,515721470,5443786.193,5443786193
BKA-50654,50654,Scharlach-Kirsche,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.92,32,515715.061,515715061,5443789.796,5443789796
BKA-50652,50652,Blut-Buche (Sämling),Heilbronn,HN Innenstadt,Innenstadt,Mannheimer Straße,01.01.92,32,515709.273,515709273,5443795.49,5443795490
BKA-33278,33278,Robinia - Scheinakazie,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,,,515730.55,515730550,5443629.651,5443629651
BKA-68090,68090,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515722.254,515722254,5443632.849,5443632849
BKA-68096,68096,"Parrotie, Eisenholzbaum",Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515755.54,515755540,5443628.252,5443628252
BKA-68095,68095,"Parrotie, Eisenholzbaum",Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515753.341,515753341,5443629.051,5443629051
BKA-68094,68094,Rot-Ahorn,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515748.743,515748743,5443630.051,5443630051
BKA-68093,68093,Rot-Ahorn,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515743.345,515743345,5443627.652,5443627652
BKA-68092,68092,Tulpenbaum,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515741.546,515741546,5443631.85,5443631850
BKA-68091,68091,Tulpenbaum,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515739.347,515739347,5443634.149,5443634149
BKA-68089,68089,Rot-Ahorn,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515737.348,515737348,5443639.847,5443639847
BKA-68088,68088,Tulpenbaum,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515736.449,515736449,5443646.744,5443646744
BKA-68087,68087,"Parrotie, Eisenholzbaum",Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515737.049,515737049,5443643.445,5443643445
BKA-68086,68086,"Parrotie, Eisenholzbaum",Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515740.248,515740248,5443646.344,5443646344
BKA-68085,68085,Silber-Ahorn,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515742.648,515742648,5443659.838,5443659838
BKA-68084,68084,Silber-Ahorn,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515738.051,515738051,5443676.532,5443676532
BKA-68083,68083,Silber-Ahorn,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515742.05,515742050,5443680.83,5443680830
BKA-68082,68082,Silber-Ahorn,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515744.452,515744452,5443695.824,5443695824
BKA-50620,50620,Veredelte Blut- Buche,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.92,32,515758.348,515758348,5443703.622,5443703622
BKA-68107,68107,Zirkirsche Accolade,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515830.307,515830307,5443608.361,5443608361
BKA-68098,68098,Silber-Ahorn,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515787.226,515787226,5443612.858,5443612858
BKA-68097,68097,Zirkirsche Accolade,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.00,24,515787.626,515787626,5443617.156,5443617156
BKA~BAUM-3325,71809,Zirkirsche Accolade,Heilbronn,HN Innenstadt,Innenstadt,Untere Neckarstraße,01.01.01,23,515779.829,515779829,5443612.558,5443612558
BKA~BAUM-5339,73628,Chinesisches Rotholz`Seridan Spire`,Heilbronn,HN Innenstadt,Innenstadt,Berliner Platz,01.01.94,30,516266.521,516266521,5443677.346,5443677346
BKA~BAUM-5340,73629,Chinesisches Rotholz`Seridan Spire`,Heilbronn,HN Innenstadt,Innenstadt,Berliner Platz,01.01.04,20,516268.422,516268422,5443688.741,5443688741
BKA-50789,50789,Säulen - Kirsche,Heilbronn,HN Innenstadt,Innenstadt,Berliner Platz,01.01.92,32,516262.725,516262725,5443699.137,5443699137
BKA-50790,50790,Säulen - Kirsche,Heilbronn,HN Innenstadt,Innenstadt,Berliner Platz,01.01.92,32,516261.925,516261925,5443692.64,5443692640
BKA-50791,50791,Säulen - Kirsche,Heilbronn,HN Innenstadt,Innenstadt,Berliner Platz,01.01.92,32,516261.124,516261124,5443686.342,5443686342
BKA-38813,38813,Dreidorniger Lederhülsenbaum,Heilbronn,HN Innenstadt,Innenstadt,Berliner Platz,01.01.59,65,516180.653,516180653,5443635.564,5443635564
BKA-39253,39253,Spitz-Ahorn,Heilbronn,HN Innenstadt,Stadtgarten,Oststraße,01.01.93,31,516769.038,516769038,5443587.488,5443587488
BKA-39237,39237,Spitz-Ahorn,Heilbronn,HN Innenstadt,Stadtgarten,Oststraße,01.01.94,30,516768.381,516768381,5443580.402,5443580402
BKA-39232,39232,Spitz-Ahorn  `Faassen's Black`,Heilbronn,HN Innenstadt,Stadtgarten,Oststraße,01.01.64,60,516769.039,516769039,5443607.08,5443607080
BKA-39223,39223,Geschlitzter Silber-Ahorn,Heilbronn,HN Innenstadt,Stadtgarten,Oststraße,01.01.64,60,516770.24,516770240,5443623.973,5443623973
BKA-39187,39187,Geschlitzter Silber-Ahorn,Heilbronn,HN Innenstadt,Stadtgarten,Oststraße,01.01.64,60,516770.341,516770341,5443637.667,5443637667
BKA-39183,39183,Geschlitzter Silber-Ahorn,Heilbronn,HN Innenstadt,Stadtgarten,Oststraße,01.01.64,60,516771.942,516771942,5443654.66,5443654660
BKA-39185,39185,Spitz-Ahorn,Heilbronn,HN Innenstadt,Stadtgarten,Oststraße,01.01.69,55,516772.041,516772041,5443648.563,5443648563
BKA-38737,38737,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Innenstadt,Turmstraße,01.01.51,73,516060.708,516060708,5443666.542,5443666542
BKA-38738,38738,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Innenstadt,Turmstraße,01.01.56,68,516069.804,516069804,5443665.043,5443665043
BKA-39195,39195,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Stadtgarten,Karmeliterstraße,01.01.75,49,516694.767,516694767,5443624.072,5443624072
BKA-39202,39202,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Stadtgarten,Karmeliterstraße,01.01.79,45,516693.468,516693468,5443613.876,5443613876
BKA-39151,39151,Spitz-Ahorn,Heilbronn,HN Innenstadt,Stadtgarten,Karmeliterstraße,01.01.72,52,516698.867,516698867,5443678.55,5443678550
BKA-39148,39148,Spitz-Ahorn,Heilbronn,HN Innenstadt,Stadtgarten,Karmeliterstraße,01.01.68,56,516699.367,516699367,5443684.148,5443684148
BKA-39147,39147,Kleinblütiger Trompetenbaum,Heilbronn,HN Innenstadt,Stadtgarten,Karmeliterstraße,01.01.50,74,516691.87,516691870,5443686.547,5443686547
BKA-38859,38859,Winter-Linde,Heilbronn,HN Innenstadt,Stadtgarten,Geschwister-Scholl-Straße,01.01.61,63,516390.678,516390678,5443615.667,5443615667
BKA-36670,36670,Stiel-Eiche,Heilbronn,HN Innenstadt,Stadtgarten,Friedensplatz,01.01.72,52,516569.105,516569105,5443173.357,5443173357
BKA-49294,49294,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Oststadt,Oststraße,01.01.07,17,516707.458,516707458,5442563.922,5442563922
BKA~BAUM-5154,73382,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Oststadt,Oststraße,01.01.04,20,516708.043,516708043,5442571.717,5442571717
BKA-67493,67493,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Oststadt,Oststraße,01.01.00,24,516708.757,516708757,5442579.716,5442579716
BKA-61620,61620,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Oststadt,Oststraße,01.01.98,26,516711.556,516711556,5442612.602,5442612602
BKA~BAUM-1423,70153,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Oststadt,Oststraße,01.01.02,22,516712.044,516712044,5442621.243,5442621243
BKA-37439,37439,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Oststadt,Oststraße,01.01.94,30,516712.985,516712985,5442630.722,5442630722
BKA~BAUM-1420,70151,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Oststadt,Oststraße,01.01.02,22,516713.755,516713755,5442640.387,5442640387
BKA~BAUM-3056,71575,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Oststadt,Oststraße,01.01.02,22,516714.355,516714355,5442648.482,5442648482
BKA-56519,56519,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Oststadt,Oststraße,01.01.97,27,516714.969,516714969,5442656.376,5442656376
BKA~BAUM-169,69094,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Oststadt,Oststraße,01.01.01,23,516715.654,516715654,5442664.575,5442664575
BKA-36798,36798,Winter-Linde,Heilbronn,HN Innenstadt,Stadtgarten,Gymnasiumstraße,01.01.69,55,516419.857,516419857,5443185.357,5443185357
BKA-36886,36886,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Moltkestraße,01.01.90,34,516707.254,516707254,5443203.443,5443203443
BKA-49957,49957,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.90,34,516696.359,516696359,5443203.943,5443203943
BKA-36853,36853,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.90,34,516689.661,516689661,5443204.043,5443204043
BKA-49399,49399,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Moltkestraße,01.01.90,34,516683.863,516683863,5443204.343,5443204343
BKA-50848,50848,Rotblühende Roßkastanie,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.88,36,516705.554,516705554,5443327.894,5443327894
BKA-39617,39617,Rotblühende Roßkastanie,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.51,73,516695.058,516695058,5443329.193,5443329193
BKA-39768,39768,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.86,38,516679.874,516679874,5443356.765,5443356765
BKA-39612,39612,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.86,38,516688.63,516688630,5443355.915,5443355915
BKA-64443,64443,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.90,34,516697.598,516697598,5443355.099,5443355099
BKA-39656,39656,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.90,34,516705.355,516705355,5443354.283,5443354283
BKA-56529,56529,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.90,34,516714.351,516714351,5443353.384,5443353384
BKA-39658,39658,Krim-Linde,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.61,63,516723.348,516723348,5443352.284,5443352284
BKA-49395,49395,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.86,38,516732.244,516732244,5443351.685,5443351685
BKA-39660,39660,Winter-Linde,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.88,36,516742.64,516742640,5443350.586,5443350586
BKA~BAUM-183,69101,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.01,23,516727.346,516727346,5443341.989,5443341989
BKA~BAUM-5170,73398,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.04,20,516735.928,516735928,5443341.042,5443341042
BKA-49392,49392,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.90,34,516731.644,516731644,5443329.494,5443329494
BKA-39760,39760,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.82,42,516716.65,516716650,5443330.993,5443330993
BKA-39665,39665,Rotblühende Roßkastanie,Heilbronn,HN Innenstadt,Stadtgarten,Karlstraße,01.01.54,70,516708.853,516708853,5443332.092,5443332092
BKA~BAUM-4470,72798,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Stadtgarten,Gymnasiumstraße,01.01.03,21,516679.365,516679365,5443337.089,5443337089
BKA~BAUM-1603,70303,Blasenbaum,Heilbronn,HN Innenstadt,Stadtgarten,Gymnasiumstraße,01.01.02,22,516315.679,516315679,5443253.466,5443253466
BKA-36598,36598,Holländische - Linde,Heilbronn,HN Innenstadt,Stadtgarten,Gymnasiumstraße,01.01.69,55,516437.35,516437350,5443231.537,5443231537
BKA-50841,50841,Blauglockenbaum,Heilbronn,HN Innenstadt,Stadtgarten,Gymnasiumstraße,01.01.81,43,516427.153,516427153,5443223.041,5443223041
BKA-36604,36604,Berg-Ahorn,Heilbronn,HN Innenstadt,Stadtgarten,Gymnasiumstraße,01.01.18,106,516417.057,516417057,5443216.344,5443216344
BKA-36549,36549,Silber-Ahorn,Heilbronn,HN Innenstadt,Stadtgarten,Moltkestraße,01.01.42,82,516410.26,516410260,5443218.144,5443218144
