Baum ID,Nr.,Deutsche Bezeichnung,Ort,Stadtteil,Stadtviertel,Straße,Geburtsjahr,Alter,X-Koordinate,,Y-Koordinate,
BKA-29945,29945,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.79,45,515447.46,515447460,5443126.86,5443126860
BKA-50945,50945,Silber-Weide,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Frankfurter Straße,01.01.74,50,515685.957,515685957,5443237.417,5443237417
BKA-49464,49464,Gelbe Trauer-Weide,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kurt-Schumacher-Platz,01.01.90,34,515688.657,515688657,5443255.41,5443255410
BKA-20336,20336,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.45,79,514727.051,514727051,5442790.41,5442790410
BKA-20340,20340,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.77,47,514725.252,514725252,5442779.614,5442779614
BKA-52022,52022,Tulpenbaum,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kurt-Schumacher-Platz,01.01.88,36,515658.57,515658570,5443251.611,5443251611
BKA-52019,52019,"Parrotie, Eisenholzbaum",Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kurt-Schumacher-Platz,01.01.90,34,515656.284,515656284,5443263.378,5443263378
BKA-52020,52020,Tulpenbaum,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kurt-Schumacher-Platz,01.01.96,28,515657.936,515657936,5443264.559,5443264559
BKA-30039,30039,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.94,130,515597.791,515597791,5443062.888,5443062888
BKA-30032,30032,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.97,127,515603.789,515603789,5443076.782,5443076782
BKA-30030,30030,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.90,134,515609.386,515609386,5443090.377,5443090377
BKA-30026,30026,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.04,120,515615.083,515615083,5443104.271,5443104271
BKA-30022,30022,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.05,119,515621.081,515621081,5443117.866,5443117866
BKA-30007,30007,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.42,82,515626.679,515626679,5443131.66,5443131660
BKA-30042,30042,Gelbe Trauer-Weide,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.83,41,515605.888,515605888,5443051.693,5443051693
BKA-20327,20327,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.54,70,514731.434,514731434,5442767.131,5442767131
BKA-30303,30303,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.85,39,514922.472,514922472,5442834.48,5442834480
BKA-30282,30282,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.61,63,514934.067,514934067,5442837.181,5442837181
BKA-30280,30280,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.66,58,514956.058,514956058,5442842.78,5442842780
BKA-44662,44662,Rot-Buche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.49,75,517150.447,517150447,5442390.883,5442390883
BKA-45213,45213,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517208.254,517208254,5442393.461,5442393461
BKA-45214,45214,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517200.957,517200957,5442394.56,5442394560
BKA-45001,45001,Amerikanische Linde `Nova`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.73,51,517192.511,517192511,5442397.208,5442397208
BKA-44958,44958,Österreichische Schwarz-Kiefer,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.29,95,517205.027,517205027,5442428.384,5442428384
BKA-44996,44996,Hängebirke,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.28,96,517197.149,517197149,5442416.29,5442416290
BKA-45218,45218,Hahnensporn-Weißdorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517187.063,517187063,5442407.254,5442407254
BKA-44998,44998,Rot-Buche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.49,75,517186.704,517186704,5442413.711,5442413711
BKA-44991,44991,Rot-Buche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.48,76,517191.333,517191333,5442424.486,5442424486
BKA-44992,44992,Hänge-Birke,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517184.077,517184077,5442429.593,5442429593
BKA-59713,59713,Hänge-Birke,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.92,32,517178.409,517178409,5442429.983,5442429983
BKA-59714,59714,Hänge-Birke,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.92,32,517173.131,517173131,5442429.983,5442429983
BKA-59715,59715,Sommer-Linde,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.85,39,517171.401,517171401,5442425.896,5442425896
BKA-44995,44995,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.70,54,517169.571,517169571,5442422.248,5442422248
BKA-44740,44740,Stiel-Eiche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517165.972,517165972,5442412.752,5442412752
BKA-44717,44717,Rot-Buche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.64,60,517162.573,517162573,5442403.417,5442403417
BKA-45217,45217,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517167.571,517167571,5442401.557,5442401557
BKA-44615,44615,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.86,138,517139.806,517139806,5442442.809,5442442809
BKA-44705,44705,Österreichische Schwarz-Kiefer,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.22,102,517160.638,517160638,5442444.627,5442444627
BKA-44636,44636,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.90,34,517114.495,517114495,5442430.346,5442430346
BKA-44746,44746,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517116.193,517116193,5442420.951,5442420951
BKA-44747,44747,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517121.79,517121790,5442411.055,5442411055
BKA-44647,44647,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.73,51,517126.028,517126028,5442404.917,5442404917
BKA-44646,44646,Blaue Atlas-Zeder,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.51,73,517131.776,517131776,5442402.488,5442402488
BKA-43058,43058,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.09,115,517348.915,517348915,5442846.699,5442846699
BKA-51922,51922,Winter-Linde,Heilbronn,HN Innenstadt,Oststadt,Friedhofstraße,01.01.90,34,517323.523,517323523,5443123.986,5443123986
BKA~BAUM-10561,80478,Winter-Linde,Heilbronn,HN Innenstadt,Oststadt,Friedhofstraße,,,517315.786,517315786,5443179.063,5443179063
BKA-42339,42339,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Karlstraße,01.01.84,140,517375.602,517375602,5443256.231,5443256231
BKA-42338,42338,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.84,140,517378.501,517378501,5443249.834,5443249834
BKA-42336,42336,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.84,140,517385.798,517385798,5443231.341,5443231341
BKA-42335,42335,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.59,65,517388.997,517388997,5443223.445,5443223445
BKA-42334,42334,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.84,140,517393.395,517393395,5443213.149,5443213149
BKA-42333,42333,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.84,140,517397.493,517397493,5443203.653,5443203653
BKA-42332,42332,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.84,140,517400.792,517400792,5443195.456,5443195456
BKA-42331,42331,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.84,140,517405.49,517405490,5443183.861,5443183861
BKA-42330,42330,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.84,140,517409.488,517409488,5443174.565,5443174565
BKA-42329,42329,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.84,140,517417.085,517417085,5443156.172,5443156172
BKA-42374,42374,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.84,140,517421.083,517421083,5443146.676,5443146676
BKA-42375,42375,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.84,140,517425.181,517425181,5443137.28,5443137280
BKA-42376,42376,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.84,140,517435.777,517435777,5443111.491,5443111491
BKA-42377,42377,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.84,140,517439.675,517439675,5443102.594,5443102594
BKA-42378,42378,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.90,34,517442.473,517442473,5443093.698,5443093698
BKA-42528,42528,Sommer-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.86,38,517459.567,517459567,5443092.399,5443092399
BKA-42369,42369,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517457.968,517457968,5443104.294,5443104294
BKA-42368,42368,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517455.569,517455569,5443111.99,5443111990
BKA-42367,42367,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517452.67,517452670,5443119.987,5443119987
BKA-42366,42366,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517448.072,517448072,5443128.584,5443128584
BKA-42363,42363,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517444.474,517444474,5443137.38,5443137380
BKA-42362,42362,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517440.775,517440775,5443145.877,5443145877
BKA-42359,42359,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517436.677,517436677,5443155.673,5443155673
BKA-42358,42358,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.86,38,517432.679,517432679,5443164.769,5443164769
BKA-42356,42356,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517428.781,517428781,5443174.565,5443174565
BKA-42355,42355,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517425.482,517425482,5443182.961,5443182961
BKA-42353,42353,Walnuß,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.41,83,517431.48,517431480,5443188.259,5443188259
BKA-42354,42354,Vogel-Kirsche,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.39,85,517434.979,517434979,5443189.915,5443189915
BKA-42352,42352,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517421.284,517421284,5443193.457,5443193457
BKA-42346,42346,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517417.885,517417885,5443201.753,5443201753
BKA-42345,42345,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517414.887,517414887,5443210.15,5443210150
BKA-44749,44749,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517153.377,517153377,5442399.059,5442399059
BKA-44661,44661,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.07,117,517144.84,517144840,5442391.532,5442391532
BKA-44665,44665,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.65,59,517141.841,517141841,5442392.262,5442392262
BKA-44723,44723,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.87,37,517138.002,517138002,5442390.153,5442390153
BKA-44666,44666,Virginischer Blau- Wachholder,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.95,29,517137.013,517137013,5442395.251,5442395251
BKA-44667,44667,Virginischer Blau- Wachholder,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.95,29,517134.294,517134294,5442391.793,5442391793
BKA-44668,44668,Virginischer Blau- Wachholder,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.95,29,517131.265,517131265,5442394.142,5442394142
BKA-59134,59134,Virginischer Blau- Wachholder,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.95,29,517127.387,517127387,5442393.362,5442393362
BKA-44659,44659,Österreichische Schwarz-Kiefer,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.26,98,517123.149,517123149,5442395.701,5442395701
BKA-59133,59133,Österreichische Schwarz-Kiefer,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.65,59,517117.562,517117562,5442396.121,5442396121
BKA-45011,45011,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.40,84,517214.551,517214551,5442391.462,5442391462
BKA-45010,45010,Hängebirke,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.77,47,517217.65,517217650,5442396.06,5442396060
BKA-45212,45212,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517222.847,517222847,5442390.463,5442390463
BKA-44349,44349,Kanadische Hemlocktanne,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.09,115,517173.979,517173979,5442523.204,5442523204
BKA-44351,44351,Serbische Fichte,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.68,56,517177.377,517177377,5442518.805,5442518805
BKA-44350,44350,Blaue Atlas-Zeder,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.44,80,517180.476,517180476,5442523.034,5442523034
BKA-45206,45206,Säulen-Eiche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517173.768,517173768,5442507.49,5442507490
BKA-44352,44352,Gewöhnliche Eibe,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.48,76,517184.483,517184483,5442516.156,5442516156
BKA-44354,44354,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.54,70,517192.07,517192070,5442520.904,5442520904
BKA-44353,44353,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.57,67,517191.09,517191090,5442517.446,5442517446
BKA-44356,44356,Rotbrauner Berg Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.58,166,517199.467,517199467,5442521.105,5442521105
BKA-44764,44764,Veredelte Blut- Buche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.00,124,517186.822,517186822,5442506.08,5442506080
BKA-44766,44766,Veredelte Blut- Buche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.11,113,517194.178,517194178,5442503.31,5442503310
BKA-44765,44765,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.64,60,517203.114,517203114,5442498.812,5442498812
BKA-44361,44361,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.67,57,517206.232,517206232,5442518.466,5442518466
BKA-44358,44358,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.67,57,517204.003,517204003,5442514.338,5442514338
BKA-44359,44359,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.67,57,517208.161,517208161,5442513.708,5442513708
BKA-44366,44366,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.11,113,517220.974,517220974,5442513.389,5442513389
BKA-63430,63430,Rumelische Kiefer,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.90,34,517218.675,517218675,5442503.293,5442503293
BKA-59657,59657,Berg-Kiefer,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.76,48,517225.261,517225261,5442495.806,5442495806
BKA-44692,44692,Berg-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.15,109,517165.381,517165381,5442502.612,5442502612
BKA-44693,44693,Sommer-Linde,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.43,81,517160.383,517160383,5442501.513,5442501513
BKA-44577,44577,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.31,93,517149.498,517149498,5442507.281,5442507281
BKA-44582,44582,Hängebirke,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.40,84,517152.356,517152356,5442499.114,5442499114
BKA-44748,44748,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517145.58,517145580,5442400.858,5442400858
BKA-43064,43064,Kultur-Birne,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,,,517371.705,517371705,5442842.399,5442842399
BKA-43445,43445,Stiel-Eiche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.58,66,517414.787,517414787,5442832.399,5442832399
BKA-43466,43466,Silber-Weide,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.77,147,517474.463,517474463,5442805.505,5442805505
BKA-46001,46001,Holländische - Linde,Heilbronn,HN Innenstadt,Oststadt,Karlstraße,01.01.39,85,517341.014,517341014,5443274.724,5443274724
BKA-46002,46002,Holländische - Linde,Heilbronn,HN Innenstadt,Oststadt,Karlstraße,01.01.37,87,517345.413,517345413,5443266.327,5443266327
BKA-46005,46005,Holländische - Linde,Heilbronn,HN Innenstadt,Oststadt,Karlstraße,01.01.39,85,517355.009,517355009,5443265.328,5443265328
BKA-46004,46004,Holländische - Linde,Heilbronn,HN Innenstadt,Oststadt,Karlstraße,01.01.44,80,517360.707,517360707,5443272.925,5443272925
BKA-46006,46006,Holländische - Linde,Heilbronn,HN Innenstadt,Oststadt,Karlstraße,01.01.44,80,517363.406,517363406,5443265.428,5443265428
BKA-45995,45995,Winter-Linde,Heilbronn,HN Innenstadt,Oststadt,Karlstraße,,,517303.73,517303730,5443269.727,5443269727
BKA-53432,53432,Scharlach-Kirsche,Heilbronn,HN Innenstadt,Oststadt,Moltkestraße,01.01.94,30,517112.804,517112804,5443142.579,5443142579
BKA-53433,53433,Zirkirsche Accolade,Heilbronn,HN Innenstadt,Oststadt,Moltkestraße,01.01.94,30,517117.402,517117402,5443142.679,5443142679
BKA-53431,53431,Spitz-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Moltkestraße,01.01.94,30,517119.002,517119002,5443135.482,5443135482
BKA-53434,53434,Scharlach-Kirsche,Heilbronn,HN Innenstadt,Oststadt,Moltkestraße,01.01.94,30,517124.5,517124500,5443133.682,5443133682
BKA-53435,53435,Scharlach-Kirsche,Heilbronn,HN Innenstadt,Oststadt,Moltkestraße,01.01.94,30,517129.298,517129298,5443124.386,5443124386
BKA-53438,53438,Zirkirsche Accolade,Heilbronn,HN Innenstadt,Oststadt,Moltkestraße,01.01.94,30,517133.097,517133097,5443121.686,5443121686
BKA-53437,53437,Vogel-Kirsche `Plena`,Heilbronn,HN Innenstadt,Oststadt,Moltkestraße,01.01.94,30,517136.595,517136595,5443115.189,5443115189
BKA-53436,53436,Blut-Pflaume,Heilbronn,HN Innenstadt,Oststadt,Moltkestraße,01.01.94,30,517139.294,517139294,5443111.89,5443111890
BKA-53440,53440,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Oststadt,Moltkestraße,01.01.94,30,517172.782,517172782,5443075.903,5443075903
BKA-53442,53442,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Oststadt,Moltkestraße,01.01.94,30,517178.18,517178180,5443072.804,5443072804
BKA-53441,53441,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Oststadt,Moltkestraße,01.01.92,32,517184.878,517184878,5443068.506,5443068506
BKA-46007,46007,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Karlstraße,01.01.40,84,517382.684,517382684,5443276.848,5443276848
BKA-46008,46008,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517391.396,517391396,5443260.43,5443260430
BKA-42340,42340,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517395.594,517395594,5443252.033,5443252033
BKA-42342,42342,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517403.591,517403591,5443235.04,5443235040
BKA-42343,42343,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517407.589,517407589,5443227.543,5443227543
BKA-42344,42344,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Siebennussbaumstraße,01.01.64,160,517411.088,517411088,5443218.547,5443218547
BKA-41903,41903,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Oststadt,Im Gemmingstal,01.01.81,43,517362.6,517362600,5442167.86,5442167860
BKA~BAUM-12070,84178,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Im Gemmingstal,,,517386.988,517386988,5442179.858,5442179858
BKA-37630,37630,Ginkgobaum,Heilbronn,HN Innenstadt,Südoststadt,Uhlandstraße,01.01.77,47,516235.023,516235023,5442321.322,5442321322
BKA-67798,67798,Säulen - Ginkgo,Heilbronn,HN Innenstadt,Südoststadt,Uhlandstraße,01.01.00,24,516228.226,516228226,5442322.421,5442322421
BKA-67485,67485,Ginkgobaum,Heilbronn,HN Innenstadt,Südoststadt,Uhlandstraße,01.01.00,24,516228.925,516228925,5442341.915,5442341915
BKA-37627,37627,Ginkgobaum,Heilbronn,HN Innenstadt,Südoststadt,Uhlandstraße,01.01.84,40,516238.02,516238020,5442358.509,5442358509
BKA-37626,37626,Ginkgobaum,Heilbronn,HN Innenstadt,Südoststadt,Uhlandstraße,01.01.70,54,516230.823,516230823,5442361.508,5442361508
BKA-55010,55010,Nelkenkirsche,Heilbronn,HN Innenstadt,Südoststadt,Solothurner Straße,01.01.88,36,516157.353,516157353,5442370.803,5442370803
BKA-37620,37620,Pyramiden-Hainbuche,Heilbronn,HN Innenstadt,Südoststadt,Solothurner Straße,01.01.88,36,516152.256,516152256,5442330.617,5442330617
BKA-37635,37635,Krim-Linde,Heilbronn,HN Innenstadt,Südoststadt,Werderstraße,01.01.63,61,516168.938,516168938,5442270.384,5442270384
BKA-55011,55011,Nelkenkirsche,Heilbronn,HN Innenstadt,Südoststadt,Werderstraße,01.01.88,36,516162.754,516162754,5442277.837,5442277837
BKA-37637,37637,Krim-Linde,Heilbronn,HN Innenstadt,Südoststadt,Werderstraße,01.01.84,40,516209.835,516209835,5442277.238,5442277238
BKA-49272,49272,Kleinkronige Winter-Linde `Rancho`,Heilbronn,HN Innenstadt,Südoststadt,Werderstraße,01.01.90,34,516215.633,516215633,5442274.839,5442274839
BKA-49275,49275,Kupfer-Felsenbirne,Heilbronn,HN Innenstadt,Südoststadt,Werderstraße,01.01.90,34,516209.035,516209035,5442269.041,5442269041
BKA~BAUM-6173,74497,Mongolische Linde,Heilbronn,HN Innenstadt,Südoststadt,Werderstraße,01.01.05,19,516195.941,516195941,5442270.04,5442270040
